FICHE;SECT1;SECT2;ECH;NUMPERS;O1A1;O1A2;O1A3;O1A4;O1A5;O1A6;O1A7;O2 ;O3A1;O3A2;O3A3;O3A4;O3A5;O3A6;O3A7;O3A8;O3A9;O4 ;O5A1;O5A2;O5A3;O5A4;O5A5;O5A6;O5A7;O6A1;O6A2;O6A3;O7A1;O7A2;O7A3;O8A1;O8A2;O8A3;L20 ;L21;L22;L23;L24 ;L25 ;L26 ;L27 ;L28;L29;L17A1 ;L18A1 ;L18B1 ;L19A1 ;L19B1 ;L17A2 ;L18A2 ;L18B2 ;L19A2 ;L19B2 ;L17A3 ;L18A3 ;L18B3 ;L19A3 ;L19B3 ;L17A4 ;L18A4 ;L18B4 ;L19A4 ;L19B4 ;L17A5 ;L18A5 ;L18B5 ;L19A5 ;L19B5 ;L17A6 ;L18A6 ;L18B6 ;L19A6 ;L19B6 ;L17A7 ;L18A7 ;L18B7 ;L19A7 ;L19B7 ;L17A8 ;L18A8 ;L18B8 ;L19A8 ;L19B8 ;L17A9 ;L18A9 ;L18B9 ;L19A9 ;L19B9 ;L30A1 ;L30A2 ;Coef
5;13;11;48;2;1;2;2;2;3;1;1;1;2;2;1;3;3;1;1;1;1;9;1;2;2;1;1;1;2;3;;;13;22;27;;;;1;27;;1512;3;1;5;4;800999;2;1;37;9;4;9;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;37;2;1;;1;37;2;1;;2;;;;;12;;106.5105
5;13;1;49;2;1;3;1;1;1;1;1;7;1;1;2;2;2;1;1;1;1;8;2;1;2;2;1;2;2;3;6;13;34;31;;4;17;11;2;;13;1511;2;1;5;3;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;32;2;4;1;2;;;;;2;;;;;12;;105.773
5;13;10;53;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;2;2;2;1;2;1;1;7;7;18;15;5;22;15;25;4;2;;15;1511;1;1;6;3;700124;2;2;;;;;2;;;;;2;;;;;1;12;7;4;;2;;;;;1;8;6;4;;2;;;;;2;;;;;1;14;5;4;;9;2;94.9182
5;13;1;54;2;1;1;1;2;1;1;1;5;1;1;2;2;2;1;1;1;1;1;2;1;2;2;2;1;1;13;3;5;22;28;10;3;15;;1;1041;;1512;1;1;5;3;800016;2;1;11;9;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;3;78.2619
5;13;2;55;1;1;1;1;2;3;1;1;1;2;1;2;1;3;1;1;1;1;6;2;1;2;2;1;1;2;3;1;22;22;10;38;1;2;26;1;1041;;1512;2;1;3;4;700111;2;2;;;;;2;;;;;1;7;17;5;;1;13;1;1;;2;;;;;2;;;;;1;7;17;5;;1;37;2;5;;2;;;;;3;7;94.9182
5;13;3;56;5;1;1;1;1;1;1;1;3;2;2;1;1;2;1;1;2;1;6;1;1;2;2;2;1;1;1;7;;13;22;28;4;17;2;1;1040;;1511;2;1;6;4;800999;2;2;;;;;2;;;;;1;37;2;5;9;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;6;77.0031
5;13;5;58;1;1;2;1;1;1;2;1;5;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;10;13;22;28;3;15;12;;2;;999;1511;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;94.9182
5;13;1;61;2;1;2;1;1;2;1;1;3;1;2;1;2;3;1;1;1;2;3;2;2;2;2;2;1;1;22;24;;3;9;;15;23;;1;1189;;1511;3;1;5;4;800999;2;2;;;;;2;;;;;1;13;2;4;;2;;;;;2;;;;;1;16;4;4;;2;;;;;2;;;;;2;;;;;9;7;94.9182
5;13;11;62;1;1;1;1;1;1;1;1;5;1;1;2;1;2;1;1;1;1;1;2;2;2;2;1;2;2;13;22;6;10;12;11;17;14;60;1;1034;;1511;3;1;5;4;800999;2;2;;;;;2;;;;;1;13;2;4;;2;;;;;2;;;;;1;45;1;2;;2;;;;;2;;;;;2;;;;;;;94.9182
5;13;5;63;1;1;1;1;1;1;1;1;3;1;1;1;3;3;1;2;1;1;6;1;1;2;1;1;1;1;3;1;;3;;;;;;1;1043;;1511;3;1;5;2;800999;2;1;15;7;4;;2;;;;;1;17;2;4;;1;800;1;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;6;1;85.8092
5;13;2;67;2;1;2;1;1;1;1;1;6;2;2;1;1;2;1;1;2;2;4;2;1;2;2;1;1;1;47;66;;10;62;;15;4;;1;1041;;1512;1;1;4;3;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;78.2619
5;13;8;72;1;2;1;1;1;1;1;1;5;1;1;2;2;1;2;1;1;2;7;1;1;2;2;2;2;2;1;3;8;5;3;22;29;1;15;2;;13;1511;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;9;94.9182
5;13;11;73;4;1;2;1;2;1;1;2;3;1;1;2;2;2;2;1;1;1;7;2;1;1;3;2;1;2;11;10;1;1;22;24;17;25;3;1;1033;;1512;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;3;78.2619
5;13;8;75;3;1;1;1;2;1;1;1;1;1;2;1;1;2;1;1;1;1;1;2;1;2;2;1;1;1;24;7;3;3;10;22;3;7;4;1;1043;;1511;1;1;4;4;800010;2;2;;;;;2;;;;;1;30;1;;;2;;;;;2;;;;;1;13;6;2;;2;;;;;2;;;;;2;;;;;3;8;106.5105
5;13;5;76;1;1;2;1;1;3;2;2;1;1;1;1;2;3;1;2;2;2;1;2;1;2;1;2;1;2;6;1;28;28;34;24;4;29;;2;;1002;1511;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;94.9182
5;13;1;77;1;1;1;1;1;1;1;1;7;1;2;2;2;2;1;1;1;1;1;1;1;2;2;2;1;1;1;13;6;22;35;10;15;5;;1;1042;;1511;1;1;5;3;800016;2;1;37;10;4;9;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;106.5105
5;13;10;78;1;1;2;2;2;2;1;1;7;1;2;2;2;2;2;1;1;1;1;3;3;3;3;3;3;1;5;7;1;26;31;;;;;2;;15;1511;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;94.9182
5;13;3;79;1;1;1;1;1;1;1;1;7;1;1;1;1;1;2;2;1;1;2;1;1;2;2;1;2;1;3;6;;22;;;25;;;1;1040;;1511;1;1;5;3;800016;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;32;10;2;;2;;;;;2;;;;;1;44;34;4;;6;9;120.9592
5;13;5;80;1;1;1;3;1;2;1;1;7;1;1;1;2;2;1;1;2;2;1;2;1;2;2;1;1;1;3;10;1;28;10;;25;;;1;1047;;1511;1;2;;;;;2;;;;;2;;;;;2;;;;;1;13;5;1;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;108.5459
5;13;9;81;1;1;1;1;1;1;1;1;7;1;2;2;1;2;1;1;1;1;1;2;1;2;2;1;1;1;3;1;6;22;10;;3;5;15;1;13;;1511;2;2;;;;;2;;;;;2;;;;;2;;;;;1;13;2;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;3;108.5459
5;13;8;82;2;1;2;2;1;1;1;1;5;1;2;2;1;2;1;2;2;1;1;2;1;2;2;2;1;1;6;3;1;3;28;22;1;8;16;1;1037;;1511;1;2;;;;;1;13;11;2;;2;;;;;2;;;;;1;13;2;1;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;94.9182
5;13;4;85;1;1;1;2;1;1;1;1;5;1;2;2;2;2;2;1;1;1;1;1;1;2;2;2;1;1;1;13;7;28;1;;10;15;5;1;1040;;1511;1;1;5;3;800016;2;2;;;;;2;;;;;1;37;1;4;8;1;13;2;4;;2;;;;;2;;;;;2;;;;;1;13;10;4;;1;13;10;4;;3;8;108.5459
5;13;7;86;2;2;2;1;1;2;1;2;3;2;1;1;1;1;1;1;2;1;2;2;1;2;1;1;2;2;;;;24;28;2;4;17;1;1;1043;;1564;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;35;2;8;9;2;;;;;2;;;;;1;3;118.691
5;13;2;87;1;1;1;1;1;1;1;1;5;1;2;1;1;2;1;1;2;1;1;2;1;2;2;2;1;1;10;6;22;3;35;;25;10;10;1;1041;;1511;1;1;5;3;800016;4;1;13;1;8;9;2;;;;;1;11;9;8;9;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;5;106.5105
5;13;6;89;1;1;1;2;2;1;1;1;5;1;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;1;13;6;22;10;;15;;;1;1029;;1511;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;3;94.9182
5;13;3;90;1;1;1;1;1;1;1;3;5;1;3;1;1;2;1;3;1;1;1;1;1;2;1;2;3;3;1;3;6;27;3;;17;18;15;2;;999;1045;2;1;1;1;700107;2;1;700;107;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;5;106.5105
5;13;1;93;1;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;6;14;1;3;10;16;15;3;5;1;1042;;1511;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;108.5459
5;13;11;96;2;1;1;1;1;1;1;1;5;1;1;1;1;2;2;1;1;1;1;2;1;2;2;1;1;1;1;5;6;22;10;;15;10;11;2;;15;1511;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;77.0031
5;13;1;97;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;2;1;2;1;1;1;1;1;3;10;;;;15;11;;2;;13;1511;1;1;5;3;800010;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;94.9182
5;13;6;104;2;1;2;2;1;1;1;1;5;1;2;1;1;2;1;2;1;1;9;2;1;2;1;1;1;2;7;1;25;3;22;13;7;25;4;1;1044;;1511;1;1;2;3;700999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;13;6;1;;2;;;;;2;;;;;8;2;94.9182
5;13;7;108;1;1;1;1;1;2;1;1;6;1;1;2;2;1;1;1;1;1;1;2;2;3;1;2;1;2;5;6;11;28;22;24;17;15;14;1;1043;;1512;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;9;3;77.0031
5;13;6;110;1;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;2;1;1;2;1;2;3;1;1;1;1;22;10;13;22;6;4;15;11;1;1298;;1511;1;1;5;3;800006;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;954;99;4;;1;957;283;4;;1;5;106.5105
5;13;9;112;1;1;2;2;1;2;2;1;7;1;1;1;2;2;1;1;1;2;7;1;1;2;1;2;2;2;3;1;24;3;1;24;4;5;6;2;;13;1511;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;94.9182
5;13;11;113;1;1;2;2;1;2;2;1;7;1;2;2;2;2;1;2;2;2;1;2;1;2;2;1;1;1;3;1;5;3;10;28;12;10;5;2;;13;1511;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;108.5459
5;13;5;114;1;1;1;1;2;1;1;1;7;1;1;2;1;1;1;1;1;1;7;2;1;2;2;2;1;2;1;8;11;11;5;24;22;21;23;2;;15;1511;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;108.5459
5;13;1;115;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;6;1;1;2;2;2;1;2;24;32;22;4;5;3;15;7;11;1;999;;1512;2;1;1;1;700002;2;2;;;;;2;;;;;1;13;2;4;;2;;;;;2;;;;;1;13;3;4;;2;;;;;2;;;;;2;;;;;;;108.5459
5;13;3;117;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;3;1;24;28;3;24;17;2;8;2;;999;1513;1;1;5;4;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;12;2;4;;12;;120.9592
5;13;5;118;2;1;1;2;2;2;1;1;7;1;2;2;2;2;2;2;2;2;1;2;1;2;1;1;2;1;1;3;10;10;22;16;15;10;1;1;1043;;1511;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;94.9182
5;13;1;119;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;2;1;2;1;1;22;3;4;5;2;17;4;17;1;1042;;1512;1;1;5;3;700001;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;13;4;1;;2;;;;;2;;;;;2;;;;;1;5;77.0031
5;13;11;120;1;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;9;2;1;2;2;1;1;1;3;98;51;63;98;4;17;11;17;1;1027;;1564;3;1;5;3;700109;2;2;;;;;2;;;;;2;;;;;1;13;7;4;;2;;;;;1;16;4;4;;2;;;;;2;;;;;2;;;;;;;108.5459
5;13;5;123;1;1;1;1;1;1;1;1;5;1;1;2;2;1;1;1;1;1;6;2;1;2;1;1;1;2;10;22;6;13;3;18;4;25;17;1;999;;1511;2;1;5;3;800006;2;2;;;;;2;;;;;2;;;;;1;13;5;1;;2;;;;;1;13;10;1;;2;;;;;2;;;;;2;;;;;;;87.2119
5;13;8;124;2;1;1;1;2;1;1;1;5;2;1;1;1;2;1;1;2;2;6;2;1;2;2;1;1;1;22;3;13;10;3;33;14;12;2;1;1028;;1511;3;1;4;3;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;1;13;1;5;;2;;;;;1;8;1;2;;2;;;;;2;;;;;;;78.2619
5;13;5;125;1;1;1;1;1;1;1;1;7;1;1;1;2;2;1;1;1;1;7;1;1;2;2;2;2;2;6;1;3;3;4;5;11;14;10;1;1043;;1511;3;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;8;77.0031
5;14;3;2;1;1;2;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;7;2;2;2;2;1;1;1;10;7;14;3;3;22;17;3;4;1;1082;;1488;3;1;5;4;800999;2;2;;;;;2;;;;;1;41;28;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;43;28;4;;;;71.12
5;14;1;3;1;1;1;1;1;3;1;1;1;1;2;1;1;2;1;1;1;1;7;2;1;2;2;2;1;1;10;6;24;4;9;;17;3;7;1;5009;;1488;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;71.12
5;14;8;4;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;3;1;1;2;3;1;1;1;3;24;22;2;3;;2;4;2;1;1083;;1488;2;1;5;4;800999;2;2;;;;;2;;;;;1;7;18;4;;1;12;6;4;;2;;;;;2;;;;;1;14;5;4;;2;;;;;2;;;;;;;71.12
5;14;4;6;2;1;1;1;1;2;1;1;7;1;1;1;1;2;1;1;1;1;2;3;1;2;3;2;1;2;3;18;;10;5;;7;4;2;1;5009;;1512;3;1;2;4;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;6;2;5;;;;69.3032
5;14;3;7;1;1;1;1;1;3;1;1;6;2;2;1;2;2;1;1;1;1;7;2;1;2;1;1;1;2;13;22;25;13;34;14;17;13;4;1;1078;;999;1;1;5;3;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;988;160;4;;1;988;160;4;;;;62.191
5;14;3;9;2;1;2;1;2;2;1;1;7;1;2;1;1;2;1;1;1;1;9;2;1;2;1;2;1;2;3;7;14;2;89;5;93;4;14;1;1082;;1487;3;1;5;3;800999;2;2;;;;;2;;;;;1;14;5;4;;1;12;6;4;1;2;;;;;2;;;;;1;20;2;4;1;2;;;;;2;;;;;1;7;51.2777
5;14;2;11;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;1;1;9;1;1;2;2;1;2;1;7;3;22;10;13;9;17;25;1;1;5009;;1564;2;1;5;3;800999;2;2;;;;;2;;;;;1;30;1;9;;1;30;1;9;;2;;;;;2;;;;;1;37;1;1;;1;37;4;1;;2;;;;;;;77.7671
5;14;8;12;1;1;1;1;2;2;1;1;1;1;1;2;1;2;2;1;1;1;2;2;1;2;2;1;1;2;13;5;3;4;17;1;12;17;3;2;;2;1564;2;1;4;2;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;216;1;10;5;1;216;1;5;10;1;3;62.191
5;14;3;14;2;1;1;1;1;1;1;1;5;1;2;1;1;2;1;1;1;2;6;2;1;2;2;1;1;1;7;22;24;23;12;4;8;17;15;1;1082;;999;3;1;5;4;800999;2;2;;;;;2;;;;;2;;;;;1;800;5;5;;2;;;;;2;;;;;2;;;;;1;12;2;4;;1;12;2;4;;1;3;62.191
5;14;5;15;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;1;1;2;1;22;24;2;5;21;3;25;17;1;1083;;1564;3;1;5;3;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;28;5;4;;2;;;;;2;;;;;1;17;3;4;;;;69.3032
5;14;2;16;1;1;1;1;1;1;1;1;7;1;2;2;2;2;1;1;1;1;9;1;1;2;1;1;1;1;3;7;22;60;3;4;7;3;17;1;5009;;1488;2;1;5;3;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;32;7;9;;2;;;;;1;32;7;9;;2;;;;;12;6;79.2533
5;14;5;17;2;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;9;2;1;2;1;2;1;2;7;11;10;3;29;21;11;12;7;2;;2;1564;2;1;1;3;700999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;52;71;4;;1;52;71;4;;2;;;;;3;1;62.191
5;14;6;18;1;1;2;1;2;2;1;1;7;2;1;2;2;2;2;2;1;1;9;1;2;1;1;2;2;2;1;7;18;32;35;5;8;12;15;1;1008;;1564;1;1;5;3;800999;2;1;14;6;1;;2;;;;;2;;;;;1;800;1;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;51.2777
5;14;1;19;1;1;2;1;2;2;1;1;3;2;2;1;1;2;2;1;1;1;7;1;1;2;1;2;2;1;7;22;3;27;34;13;63;4;25;2;;999;1488;;1;5;3;800016;2;2;;;;;2;;;;;1;54;36;4;;1;9;29;4;;2;;;;;2;;;;;1;9;29;4;1;1;9;29;4;;2;;;;;1;3;69.7864
5;14;6;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;1;1;6;11;10;10;18;3;7;17;4;2;;2;1488;2;1;5;4;800999;2;2;;;;;2;;;;;1;7;18;4;;2;;;;;2;;;;;2;;;;;2;;;;;1;14;5;4;;1;14;5;4;;12;3;62.191
5;14;1;28;2;1;1;1;1;1;1;1;6;1;1;1;1;3;1;1;1;1;2;1;3;2;1;2;2;1;24;3;2;3;4;22;11;1;2;1;5009;;1511;3;1;5;3;700109;2;1;17;7;4;;2;;;;;1;14;2;4;;1;14;2;4;;2;;;;;1;1;4;5;;1;1;4;5;;1;46;6;5;;2;;;;;3;1;69.7864
5;14;2;29;2;1;1;1;1;1;1;1;6;1;1;1;2;2;1;1;1;1;1;2;1;2;2;1;1;1;6;7;13;2;34;3;10;60;15;1;5052;;1564;3;2;;;;;2;;;;;2;;;;;1;37;1;9;;2;;;;;2;;;;;2;;;;;1;37;1;9;;2;;;;;2;;;;;2;8;62.191
5;14;5;30;1;1;3;3;3;1;1;1;1;2;1;1;1;1;1;1;1;1;5;3;3;2;2;2;1;2;3;;;3;;;3;4;17;2;;2;1467;2;1;5;4;700999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;7;8;79.2533
5;14;3;31;2;1;1;1;1;3;3;3;3;1;3;1;1;3;1;2;1;3;1;2;1;2;2;1;3;2;24;36;22;22;57;38;3;1;2;1;1078;;1564;1;1;6;4;700998;2;2;;;;;2;;;;;2;;;;;1;37;9;4;9;2;;;;;2;;;;;1;30;1;1;;2;;;;;2;;;;;3;7;62.191
5;14;1;35;2;2;1;1;1;1;1;1;6;2;2;2;2;1;2;1;2;2;7;2;3;2;3;2;1;2;3;7;;3;3;;;;;2;;2;1564;3;1;5;3;800999;2;2;;;;;2;;;;;1;17;2;5;;2;;;;;2;;;;;2;;;;;1;10;19;5;;1;8;37;5;;2;;;;;3;12;69.3032
5;14;3;36;1;3;2;1;1;1;1;1;7;1;1;1;1;2;2;1;2;1;1;2;1;2;2;2;2;2;22;13;;1;60;23;29;17;23;1;1482;;1564;2;1;1;1;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;2;69.7864
5;14;1;39;1;2;1;3;2;3;1;3;2;3;3;2;2;3;1;2;2;2;6;2;1;2;3;2;1;2;18;10;22;3;1;22;3;25;29;1;3;;1487;3;1;5;3;800016;2;2;;;;;2;;;;;1;7;17;4;;1;7;17;4;;1;30;1;9;;1;6;9;4;;2;;;;;2;;;;;1;700;999;4;;3;7;62.191
5;14;8;40;2;1;2;1;2;2;2;3;1;1;1;1;1;3;1;1;2;2;4;2;1;2;2;1;1;2;3;22;24;3;2;4;3;4;17;1;999;;1487;2;1;4;3;700001;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;48;2;4;;1;48;2;4;;2;;;;;2;;;;;7;3;69.7864
5;14;5;41;1;1;1;1;1;1;1;1;5;1;1;1;1;2;1;1;1;1;2;3;1;2;2;1;1;3;3;7;32;10;13;27;1;4;17;1;1083;;1513;1;1;5;4;700109;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;19;4;5;;2;;;;;1;36;3;5;;1;19;1;5;;3;9;71.12
5;14;5;43;1;1;1;1;2;1;1;1;3;1;2;2;2;2;1;1;1;1;1;1;1;2;2;2;1;1;24;1;22;1;28;24;1;4;15;2;;2;1511;2;1;5;3;800999;2;1;14;1;1;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;9;3;57.1418
5;14;2;45;1;1;2;1;2;2;1;3;3;1;1;1;1;3;1;1;1;2;1;2;1;2;2;2;1;1;1;3;28;1;14;4;17;14;1;1;1080;;1511;1;1;5;3;700109;2;2;;;;;2;;;;;1;14;5;4;;2;;;;;1;14;5;1;;2;;;;;1;37;2;4;1;1;30;3;1;4;1;14;5;1;;3;8;77.7671
5;14;4;46;1;1;1;1;1;1;1;1;7;2;2;2;2;2;2;2;2;2;;2;1;2;2;3;2;2;1;8;13;;;;;;;1;5009;;1512;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;14;8;1;;1;14;8;1;;2;;;;;2;;;;;12;;79.2533
5;14;2;47;1;1;2;1;1;1;1;1;7;2;2;1;1;2;1;1;1;1;9;1;1;2;1;1;1;1;3;6;18;4;12;14;29;21;17;1;1078;;1511;2;1;3;3;800999;2;2;;;;;2;;;;;1;30;1;5;;2;;;;;2;;;;;2;;;;;1;30;1;5;;1;30;1;9;;2;;;;;3;11;62.191
5;14;2;48;2;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;1;9;2;2;2;2;1;1;1;7;3;22;1;34;22;15;17;1;1;5052;;1511;3;1;5;3;700109;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;968;44;4;;2;;;;;2;;;;;1;14;5;4;;3;7;51.2777
5;14;3;50;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;3;1;1;2;2;2;2;1;1;1;7;7;22;13;28;18;12;17;15;1;1082;;1564;2;1;5;2;700109;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;6;71.12
5;14;8;51;2;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;9;2;1;1;1;1;1;1;7;3;22;3;1;10;25;2;17;1;1084;;;3;1;5;3;800016;2;2;;;;;2;;;;;1;7;18;4;;1;12;7;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;7;5;51.2777
5;14;8;52;1;1;2;2;2;2;2;1;7;1;1;2;2;2;2;1;2;2;1;2;1;2;1;2;2;2;7;1;10;14;4;37;7;17;29;1;1084;;1488;2;1;4;2;700109;2;2;;;;;2;;;;;1;700;109;4;;1;700;109;4;;2;;;;;1;700;1;4;;1;700;1;1;;1;700;109;4;;1;14;5;4;;7;2;62.191
5;14;6;53;1;1;2;2;1;2;1;1;7;1;1;1;1;2;2;1;1;1;7;1;1;2;1;2;1;3;7;10;22;22;13;14;17;25;4;1;1085;;1511;2;1;6;3;800999;2;2;;;;;2;;;;;1;15;4;2;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;4;2;62.191
5;14;2;55;2;1;1;2;2;1;1;2;1;2;1;1;1;1;1;2;2;2;3;2;2;2;1;1;1;1;22;7;3;2;32;4;7;4;17;1;5009;;1564;3;1;5;3;800999;2;1;14;4;1;;2;;;;;1;37;2;9;1;2;;;;;2;;;;;2;;;;;1;37;1;1;;2;;;;;1;14;2;1;;12;11;69.3032
5;14;2;56;3;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;7;2;1;2;2;3;3;1;24;1;16;16;3;37;3;4;17;1;1078;;1487;1;1;5;3;800013;2;2;;;;;2;;;;;1;7;18;4;;2;;;;;2;;;;;2;;;;;1;14;5;1;;2;;;;;2;;;;;1;3;51.2777
5;14;2;57;4;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;2;2;1;1;2;24;3;22;13;3;22;25;3;2;1;1078;;1564;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;1;50.4529
5;14;5;59;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;6;1;2;2;2;1;2;2;10;3;22;3;2;4;15;11;18;1;1077;;1488;3;1;4;3;700109;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;7;1;50.4529
5;14;3;60;2;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;7;2;1;2;2;1;1;1;13;7;3;16;28;10;17;92;4;2;;2;1487;;1;3;4;800999;2;1;33;3;4;5;2;;;;;2;;;;;1;14;2;1;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;12;5;69.7864
