FICHE;SECT1;SECT2;ECH;NUMPERS;NUMDEP;NUMTRAJ;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;L15;L16;Coef
4;26;006;028;02;11;1;00;21;034002;035008;01;1;1;2;2;01;;2;063.4278
4;26;006;028;02;12;1;01;21;035008;035004;02;1;1;2;2;02;;2;063.4278
4;26;006;028;02;13;1;02;21;035004;026006;01;1;1;2;2;00;;2;063.4278
4;26;006;028;03;01;1;02;22;026006;034002;00;;;;;;;;063.4278
4;26;006;028;03;03;1;02;22;026006;034002;00;;;;;;;;063.4278
4;26;006;028;03;04;1;00;22;034002;026006;02;;;;;;;;063.4278
4;26;006;028;03;05;1;02;22;026006;017002;01;;;;;;;;063.4278
4;26;006;028;03;06;1;01;22;017002;026006;02;;;;;;;;063.4278
4;26;006;028;04;03;1;01;22;026006;026006;00;;;;;;;;063.4278
4;26;006;028;04;05;1;01;22;026006;017002;15;;;;;;;;063.4278
4;26;006;028;04;05;2;15;22;017002;017007;00;;;;;;;;063.4278
4;26;006;028;04;06;1;01;22;017007;017002;10;;;;;;;;063.4278
4;26;006;028;04;06;2;10;22;017002;026006;00;;;;;;;;063.4278
4;26;004;029;01;01;1;00;21;026004;968113;00;2;1;4;2;00;;1;063.4278
4;26;004;029;01;02;1;00;21;968113;026004;00;2;1;1;2;00;;1;063.4278
4;26;004;029;01;03;1;00;21;026004;027010;00;2;1;2;2;00;;2;063.4278
4;26;004;029;01;04;1;00;21;027010;026004;00;2;1;1;2;00;;2;063.4278
4;26;004;029;02;01;1;00;21;026004;034010;00;1;3;2;2;00;;2;063.4278
4;26;004;029;02;02;1;00;21;034010;020002;00;1;1;1;2;00;;1;063.4278
4;26;004;029;02;03;1;00;21;020002;034006;00;1;1;2;2;00;;1;063.4278
4;26;004;029;02;04;1;00;21;034006;034009;00;1;3;2;2;00;;2;063.4278
4;26;004;029;02;05;1;00;21;034009;034004;00;1;2;3;2;00;;2;063.4278
4;26;004;029;02;06;1;00;21;034004;034009;00;1;2;2;2;00;;2;063.4278
4;26;004;029;02;07;1;00;21;034009;026004;00;1;3;2;2;00;;2;063.4278
4;26;004;029;03;01;1;00;22;026004;034010;00;;;;;;;;063.4278
4;26;004;029;03;05;1;00;22;034006;034009;00;;;;;;;;063.4278
4;26;004;029;03;06;1;00;22;034009;026004;00;;;;;;;;063.4278
4;26;004;029;04;01;1;00;22;026004;034010;00;;;;;;;;063.4278
4;26;004;029;04;05;1;00;22;034006;034009;00;;;;;;;;063.4278
4;26;004;029;04;06;1;00;22;034009;034004;00;;;;;;;;063.4278
4;26;004;029;04;07;1;00;22;034004;034009;00;;;;;;;;063.4278
4;26;004;029;04;08;1;00;22;034009;026004;00;;;;;;;;063.4278
4;26;011;032;01;02;1;00;11;026011;026004;00;;;;;;2;;055.1735
4;26;011;032;01;03;1;00;81;026004;030007;00;;;;;;;;055.1735
4;26;011;032;01;04;1;00;81;030007;034004;00;;;;;;;;055.1735
4;26;011;032;01;05;1;00;81;034004;026009;00;;;;;;;;055.1735
4;26;011;032;01;06;1;00;81;026009;026004;00;;;;;;;;055.1735
4;26;011;032;01;07;1;00;11;026004;026011;00;;;;;;2;;055.1735
4;26;011;032;01;10;1;00;21;026011;027014;00;1;1;2;2;00;;2;055.1735
4;26;011;032;01;11;1;00;21;027014;026011;00;1;1;2;2;00;;2;055.1735
4;26;011;032;03;01;1;02;31;034004;011005;02;;;;;;;;055.1735
4;26;011;032;03;02;1;02;32;011005;011009;02;;;;;;;;055.1735
4;26;011;032;03;03;1;02;32;011009;011005;02;;;;;;;;055.1735
4;26;011;032;03;04;1;02;31;011005;034004;02;;;;;;;;055.1735
4;26;009;033;01;05;1;02;21;026009;026006;10;1;2;2;2;00;;2;063.4278
4;26;009;033;01;06;1;10;21;026006;026009;02;1;2;2;2;00;;2;063.4278
4;26;009;033;02;01;1;00;22;026009;028002;00;;;;;;;;063.4278
4;26;009;033;02;02;1;00;22;028002;026009;00;;;;;;;;063.4278
4;26;009;033;03;05;1;04;32;035007;026009;06;;;;;;;;063.4278
4;26;009;033;04;07;1;02;22;026009;034011;10;;;;;;;;063.4278
4;26;009;033;04;08;1;10;22;034011;026009;02;;;;;;;;063.4278
4;26;001;034;01;01;1;02;21;026001;700109;01;1;1;1;2;01;;1;053.3612
4;26;001;034;01;02;1;01;21;700109;026001;01;1;1;1;2;02;;1;053.3612
4;26;001;034;02;01;1;02;22;026001;034009;05;;;;;;;;053.3612
4;26;001;034;02;02;1;05;22;034009;026001;05;;;;;;;;053.3612
4;26;009;037;01;01;1;03;32;026014;030008;00;;;;;;;;065.8331
4;26;009;037;01;01;2;00;51;030008;044025;30;;;;;;;;065.8331
4;26;009;037;01;04;1;00;22;061077;044025;00;;;;;;;;065.8331
4;26;009;037;01;04;2;00;51;044025;030008;00;;;;;;;;065.8331
4;26;009;037;01;04;3;00;32;030008;026009;03;;;;;;;;065.8331
4;26;010;039;01;01;1;00;11;026011;011005;00;;;;;;2;;053.3612
4;26;010;039;01;02;1;00;11;011005;034002;01;;;;;;6;;053.3612
4;26;010;039;01;03;1;00;11;034002;026011;00;;;;;;1;;053.3612
4;26;010;039;01;04;1;00;11;026011;032010;01;;;;;;6;;053.3612
4;26;010;039;01;05;1;01;11;032010;026011;00;;;;;;1;;053.3612
4;26;010;039;02;01;1;00;11;026010;025013;00;;;;;;4;;053.3612
4;26;010;039;02;02;1;00;11;025013;026010;00;;;;;;1;;053.3612
4;26;007;041;02;01;1;02;21;026007;041003;02;1;1;2;2;00;;1;053.3612
4;26;007;041;02;02;1;02;21;041003;026007;02;1;1;1;2;00;;1;053.3612
4;26;008;043;01;03;1;00;11;026008;036005;00;;;;;;5;;052.2628
4;26;008;043;01;04;1;00;11;036005;033009;00;;;;;;6;;052.2628
4;26;008;043;01;05;1;00;11;033009;026008;00;;;;;;1;;052.2628
4;26;008;043;02;01;1;00;11;026008;025007;00;;;;;;4;;052.2628
4;26;008;043;02;02;1;00;11;025007;026008;00;;;;;;1;;052.2628
4;26;008;043;02;03;1;00;11;026008;025007;00;;;;;;4;;052.2628
4;26;008;043;02;04;1;00;11;025007;026008;00;;;;;;1;;052.2628
4;26;008;043;02;05;1;00;11;026008;025007;00;;;;;;5;;052.2628
4;26;008;043;02;06;1;00;11;025007;026008;00;;;;;;1;;052.2628
4;26;008;043;03;03;1;00;11;026008;025007;00;;;;;;5;;052.2628
4;26;008;043;03;04;1;00;11;025007;026008;00;;;;;;1;;052.2628
4;26;008;045;01;01;1;02;21;026008;028009;02;2;1;1;2;00;;2;061.8903
4;26;008;045;01;02;1;02;21;028009;026008;02;2;1;2;2;01;;2;061.8903
4;26;008;045;01;03;1;02;21;026008;028009;02;2;1;1;1;00;;2;061.8903
4;26;008;045;01;04;1;02;21;028009;026008;02;2;1;2;2;02;;2;061.8903
4;26;008;045;02;01;1;02;21;026008;008006;00;1;1;1;1;00;;2;061.8903
4;26;008;045;02;02;1;02;21;008006;028010;01;1;1;3;2;00;;2;061.8903
4;26;008;045;02;03;1;02;21;028010;026008;02;1;1;2;2;00;;2;061.8903
4;26;008;045;02;04;1;02;21;026008;018003;01;1;2;3;2;00;;2;061.8903
4;26;008;045;02;05;1;01;21;018003;026005;02;1;2;2;2;01;;2;061.8903
4;26;008;045;03;03;1;05;32;034003;035001;10;;;;;;;;061.8903
4;26;008;045;04;01;1;02;22;026008;018003;01;;;;;;;;061.8903
4;26;008;045;04;02;1;01;22;018003;026008;02;;;;;;;;061.8903
4;26;008;046;01;01;1;02;21;026008;011013;02;1;2;3;2;02;;2;065.8331
4;26;008;046;01;02;1;02;21;011013;039001;02;1;1;3;2;02;;1;065.8331
4;26;008;046;01;03;1;03;21;039001;026008;02;1;1;1;3;02;;1;065.8331
4;26;009;048;01;01;1;00;21;026009;036008;00;2;1;2;3;00;;2;053.3612
4;26;009;048;01;02;1;00;21;036008;011009;00;2;1;3;2;00;;1;053.3612
4;26;009;048;01;03;1;00;21;011009;026009;00;2;1;1;2;00;;1;053.3612
4;26;009;048;02;01;1;05;32;026009;037005;05;;;;;;;;053.3612
4;26;009;048;02;06;1;05;32;036010;026009;05;;;;;;;;053.3612
4;26;010;052;01;01;1;02;32;026010;018002;05;;;;;;;;065.8331
4;26;010;052;01;04;1;02;22;018002;018006;01;;;;;;;;065.8331
4;26;010;052;01;05;1;01;22;018006;018002;02;;;;;;;;065.8331
4;26;010;052;01;06;1;05;32;018002;026010;02;;;;;;;;065.8331
4;26;007;057;01;01;1;05;32;034003;033002;02;;;;;;;;065.8331
4;26;007;057;01;02;1;05;31;033003;035001;03;;;;;;;;065.8331
4;26;007;057;01;03;1;03;32;035001;029002;04;;;;;;;;065.8331
4;26;007;057;01;04;1;04;32;029002;037002;01;;;;;;;;065.8331
4;26;007;057;01;05;1;10;32;035001;026007;04;;;;;;;;065.8331
4;26;001;059;01;01;1;05;31;026001;026008;03;;;;;;;;052.0678
4;26;001;059;01;01;2;03;32;026008;035006;03;;;;;;;;052.0678
4;26;001;059;01;01;3;03;32;035006;033001;02;;;;;;;;052.0678
4;26;001;059;01;03;1;04;32;033002;034003;15;;;;;;;;052.0678
4;26;001;059;02;01;1;01;61;026001;036002;01;;;;;;;;052.0678
4;26;001;059;02;02;1;01;61;036002;026001;01;;;;;;;;052.0678
4;26;007;061;01;01;1;05;11;026007;024004;00;;;;;;8;;052.0678
4;26;007;061;01;02;1;00;11;024004;026007;05;;;;;;1;;052.0678
4;26;007;061;02;01;1;01;21;026007;011009;02;2;1;3;2;00;;2;052.0678
4;26;007;061;02;02;1;02;21;011009;026007;01;2;1;3;2;00;;2;052.0678
4;26;010;062;01;01;1;02;22;026010;035004;10;;;;;;;;053.3612
4;26;010;062;01;02;1;10;22;035004;026010;02;;;;;;;;053.3612
4;26;010;062;02;01;1;02;21;026010;035004;10;1;2;2;2;00;;2;053.3612
4;26;010;062;02;02;1;10;21;035004;026010;02;1;2;2;2;00;;2;053.3612
4;26;004;063;01;03;1;00;21;026004;027012;00;1;1;1;2;00;;2;061.8903
4;26;004;063;01;04;1;00;21;027012;026004;00;1;1;1;2;00;;2;061.8903
4;26;004;063;01;05;1;00;21;026004;028004;00;1;1;2;1;00;;2;061.8903
4;26;004;063;01;06;1;00;21;028004;026004;00;1;1;2;1;00;;2;061.8903
4;26;004;063;01;07;1;00;21;026004;026004;00;1;4;2;2;00;;2;061.8903
4;26;004;063;01;08;1;00;21;026004;028004;00;1;4;2;2;00;;2;061.8903
4;26;004;063;01;09;1;00;21;028004;026004;00;1;4;2;2;00;;2;061.8903
4;26;004;063;02;02;1;00;22;026004;026004;00;;;;;;;;061.8903
4;26;004;063;02;03;1;00;22;026004;028004;00;;;;;;;;061.8903
4;26;004;063;02;04;1;00;22;028004;026004;00;;;;;;;;061.8903
4;26;004;063;03;02;1;00;22;026004;026004;00;;;;;;;;061.8903
4;26;004;063;03;03;1;00;22;026004;028004;00;;;;;;;;061.8903
4;26;004;063;03;04;1;00;22;028004;026004;00;;;;;;;;061.8903
4;26;007;064;01;01;1;05;31;026007;026008;00;;;;;;;;065.8331
4;26;007;064;01;02;1;10;32;031012;026008;00;;;;;;;;065.8331
4;26;007;064;01;03;1;05;31;026007;026008;00;;;;;;;;065.8331
4;26;007;064;01;04;1;05;32;036005;026008;00;;;;;;;;065.8331
4;26;006;066;01;01;1;03;22;026006;031010;03;;;;;;;;065.8331
4;26;006;066;01;02;1;03;22;031010;026006;00;;;;;;;;065.8331
4;26;010;070;01;01;1;00;21;026010;011009;00;2;1;3;2;00;;2;053.5611
4;26;010;070;01;02;1;00;21;011009;026010;00;2;1;1;2;00;;2;053.5611
4;26;010;070;02;01;1;00;21;026010;035005;00;1;1;2;2;00;;2;053.5611
4;26;010;070;02;02;1;00;21;035005;028013;00;1;1;2;2;00;;2;053.5611
4;26;010;070;02;03;1;00;21;028013;025014;00;1;1;2;2;00;;2;053.5611
4;26;010;070;02;04;1;00;21;025014;028013;00;1;1;2;2;00;;2;053.5611
4;26;010;070;02;05;1;00;21;028013;028005;00;1;1;2;2;00;;2;053.5611
4;26;010;070;02;06;1;00;21;028005;025009;00;1;1;2;2;00;;2;053.5611
4;26;010;070;02;07;1;00;21;025009;026010;00;1;1;2;2;05;;2;053.5611
4;26;007;074;01;01;1;01;21;026007;027008;01;1;2;3;2;00;;2;056.5441
4;26;007;074;01;02;1;01;21;027008;026007;01;1;1;2;2;01;;2;056.5441
4;26;007;074;01;03;1;01;21;026007;026007;01;1;1;3;2;01;;2;056.5441
4;26;007;074;01;04;1;01;21;026007;800013;01;1;3;3;2;01;;2;056.5441
4;26;007;074;01;05;1;01;21;800013;026007;01;1;3;3;2;01;;2;056.5441
4;26;007;074;01;06;1;01;21;026007;027008;01;1;2;3;2;01;;2;056.5441
4;26;007;074;01;07;1;01;21;027008;007009;01;1;3;2;2;01;;2;056.5441
4;26;007;074;01;08;1;01;21;007009;026007;01;1;2;3;2;01;;2;056.5441
4;26;007;074;02;01;1;01;22;026007;700999;00;;;;;;;;056.5441
4;26;007;074;02;02;1;01;22;700999;026007;00;;;;;;;;056.5441
4;26;007;074;03;01;1;01;22;026007;027008;01;;;;;;;;056.5441
4;26;007;074;03;02;1;01;22;027008;026007;01;;;;;;;;056.5441
4;26;009;075;01;01;1;05;32;026009;025007;10;;;;;;;;065.8331
4;26;009;075;01;02;1;10;32;025007;026009;05;;;;;;;;065.8331
4;26;009;075;01;03;1;05;32;026009;025007;10;;;;;;;;065.8331
4;26;009;075;01;04;1;10;32;025007;026009;05;;;;;;;;065.8331
4;26;009;075;01;05;1;05;32;026009;025007;03;;;;;;;;065.8331
4;26;009;075;01;06;1;03;32;025007;026009;05;;;;;;;;065.8331
4;26;007;077;02;01;1;01;32;026007;015004;10;;;;;;;;053.3612
4;26;007;077;02;02;1;10;32;015004;026007;01;;;;;;;;053.3612
4;26;007;077;02;04;1;02;32;026011;026007;02;;;;;;;;053.3612
4;26;007;078;01;01;1;03;11;026007;030001;03;;;;;;5;;065.8331
4;26;007;078;01;04;1;03;11;030001;026007;03;;;;;;5;;065.8331
4;26;009;079;01;01;1;03;32;026009;030008;00;;;;;;;;053.3612
4;26;009;079;01;01;2;02;51;030008;062002;08;;;;;;;;053.3612
4;26;009;079;01;04;1;08;51;062002;030008;00;;;;;;;;053.3612
4;26;009;079;01;04;2;00;32;030008;026009;03;;;;;;;;053.3612
4;26;010;081;01;01;1;00;11;026010;034003;00;;;;;;5;;065.8331
4;26;010;081;01;02;1;00;11;034003;026010;00;;;;;;7;;065.8331
4;26;010;081;01;03;1;01;32;034001;033002;03;;;;;;;;065.8331
4;26;010;081;01;04;1;03;32;033003;034001;02;;;;;;;;065.8331
4;26;007;083;02;01;1;20;32;026008;037001;01;;;;;;;;063.4278
4;26;007;083;02;04;1;05;32;031003;037001;01;;;;;;;;063.4278
4;26;004;085;01;01;1;05;31;026004;026008;01;;;;;;;;061.8903
4;26;004;085;01;01;2;01;32;026008;030001;05;;;;;;;;061.8903
4;26;004;085;01;04;1;05;32;030001;026007;01;;;;;;;;061.8903
4;26;004;085;01;04;2;01;31;026008;026004;05;;;;;;;;061.8903
4;26;004;085;02;01;1;02;21;026004;025005;01;1;1;1;2;00;;2;061.8903
4;26;004;085;02;02;1;01;21;025005;026004;02;1;1;2;2;00;;2;061.8903
4;26;004;085;03;01;1;05;31;026004;026008;01;;;;;;;;061.8903
4;26;004;085;03;01;2;01;32;026008;034003;01;;;;;;;;061.8903
4;26;004;085;03;01;3;01;32;034003;034003;02;;;;;;;;061.8903
4;26;004;085;03;02;1;02;32;034005;034003;01;;;;;;;;061.8903
4;26;004;085;03;02;2;01;32;034003;026007;01;;;;;;;;061.8903
4;26;004;085;03;02;3;01;31;026007;026004;05;;;;;;;;061.8903
4;26;004;085;04;01;1;05;31;026004;026008;01;;;;;;;;061.8903
4;26;004;085;04;01;2;01;32;026008;034003;01;;;;;;;;061.8903
4;26;004;085;04;01;3;01;32;034003;034003;02;;;;;;;;061.8903
4;26;004;085;04;02;1;02;32;034005;034003;01;;;;;;;;061.8903
4;26;004;085;04;02;2;01;32;034003;026007;01;;;;;;;;061.8903
4;26;004;085;04;02;3;01;31;026007;026004;05;;;;;;;;061.8903
4;26;007;086;01;01;1;14;32;034003;030001;10;;;;;;;;065.8331
4;26;007;086;01;02;1;10;32;030008;037002;06;;;;;;;;065.8331
4;26;007;086;01;02;2;06;32;037002;034003;14;;;;;;;;065.8331
4;26;007;087;01;01;1;01;12;026007;025007;05;;;;;;;;065.8331
4;26;007;087;01;02;1;01;12;025007;026007;02;;;;;;;;065.8331
4;26;004;089;01;01;1;01;22;026004;030001;05;;;;;;;;064.2374
4;26;004;089;01;02;1;05;22;030001;018006;01;;;;;;;;064.2374
4;26;004;089;01;05;1;01;22;018006;026004;01;;;;;;;;064.2374
4;26;004;089;01;06;1;01;21;026004;018007;01;1;1;3;2;00;;2;064.2374
4;26;004;089;01;07;1;01;21;018007;026004;01;1;1;2;2;00;;2;064.2374
4;26;001;090;01;01;1;20;31;026001;026008;10;;;;;;;;064.2374
4;26;001;090;01;01;2;10;32;026008;035001;05;;;;;;;;064.2374
4;26;001;090;01;01;3;05;32;035001;028002;01;;;;;;;;064.2374
4;26;001;090;01;02;1;05;32;028001;035006;03;;;;;;;;064.2374
4;26;001;090;01;02;2;03;32;035006;026007;10;;;;;;;;064.2374
4;26;001;090;01;02;3;10;31;026007;026001;05;;;;;;;;064.2374
4;26;007;091;01;01;1;05;32;026008;030008;01;;;;;;;;065.8331
4;26;007;091;01;01;2;01;32;030008;018009;15;;;;;;;;065.8331
4;26;014;093;01;01;1;00;21;026014;034010;00;1;1;2;2;00;;2;065.8331
4;26;014;093;01;02;1;00;21;034010;026014;00;1;1;1;2;00;;2;065.8331
4;26;014;093;01;03;1;00;21;026014;028014;00;1;1;3;2;00;;2;065.8331
4;26;014;093;01;04;1;00;21;028014;026014;00;1;1;1;2;00;;2;065.8331
4;26;014;093;01;05;1;01;22;026014;024018;01;;;;;;;;065.8331
4;26;014;093;01;06;1;01;22;024018;026014;01;;;;;;;;065.8331
4;26;014;093;01;07;1;00;21;026014;037004;05;1;2;4;3;00;;2;065.8331
4;26;014;093;01;08;1;05;21;037004;026014;00;1;2;1;2;00;;2;065.8331
4;26;004;094;01;01;1;00;22;026004;037009;00;;;;;;;;053.3612
4;26;004;094;01;02;1;00;22;037009;006005;00;;;;;;;;053.3612
4;26;004;094;01;03;1;00;22;006005;028004;00;;;;;;;;053.3612
4;26;004;094;01;05;1;00;22;028004;011009;05;;;;;;;;053.3612
4;26;004;094;01;06;1;05;22;011009;026004;00;;;;;;;;053.3612
4;26;004;094;02;01;1;02;31;026004;026007;00;;;;;;;;053.3612
4;26;004;094;02;01;2;00;32;026007;018009;00;;;;;;;;053.3612
4;26;004;094;02;01;3;00;31;018009;018004;00;;;;;;;;053.3612
4;26;004;094;02;02;1;00;31;018004;018009;00;;;;;;;;053.3612
4;26;004;094;02;02;2;00;32;018009;026007;00;;;;;;;;053.3612
4;26;004;094;02;02;3;02;31;026007;026004;00;;;;;;;;053.3612
4;26;004;094;02;03;1;00;31;018004;018009;00;;;;;;;;053.3612
4;26;004;094;02;03;2;00;32;018009;035001;00;;;;;;;;053.3612
4;26;004;094;02;05;1;00;31;035002;026004;00;;;;;;;;053.3612
4;26;010;095;01;01;1;00;11;026010;034009;00;;;;;;;;065.8331
4;26;010;095;01;02;1;00;11;034009;026010;00;;;;;;;;065.8331
4;26;010;095;01;03;1;00;11;026010;034009;00;;;;;;;;065.8331
4;26;010;095;01;04;1;00;11;034009;026010;00;;;;;;;;065.8331
4;26;008;099;01;01;1;00;21;026008;800006;00;1;2;3;2;00;;2;052.0678
4;26;008;099;01;02;1;00;21;800006;026008;00;1;2;1;2;00;;2;052.0678
4;26;008;099;02;01;1;00;22;026008;700999;00;;;;;;;;052.0678
4;26;008;099;02;02;1;00;22;700999;026008;00;;;;;;;;052.0678
4;26;011;100;01;01;1;02;32;026011;036004;15;;;;;;;;055.1735
4;26;011;100;01;08;1;15;32;036004;026011;02;;;;;;;;055.1735
4;26;011;100;02;01;1;02;32;026008;036004;15;;;;;;;;055.1735
4;26;011;100;02;04;1;15;32;036004;026008;02;;;;;;;;055.1735
4;26;009;105;01;01;1;01;21;026009;034009;00;1;3;0;;00;;2;055.1735
4;26;009;105;01;02;1;00;21;034009;034008;03;1;2;2;2;00;;2;055.1735
4;26;009;105;01;03;1;03;21;034008;061039;00;1;1;1;2;00;;1;055.1735
4;26;009;105;01;04;1;00;11;061039;061039;00;;;;;;2;;055.1735
4;26;009;105;01;05;1;00;11;061039;061039;00;;;;;;8;;055.1735
4;26;009;105;01;06;1;00;21;061039;026008;02;1;1;2;2;00;;1;055.1735
4;26;009;105;01;07;1;02;21;026008;034008;01;1;1;2;2;01;;2;055.1735
4;26;009;105;01;08;1;01;21;034008;026008;02;1;2;2;2;00;;2;055.1735
4;26;009;105;01;11;1;01;21;026008;034005;03;1;2;2;2;01;;2;055.1735
4;26;009;105;01;12;1;03;21;034005;026009;01;1;3;1;4;00;;2;055.1735
4;26;009;105;02;01;1;02;22;026009;034009;01;;;;;;;;055.1735
4;26;009;105;02;02;1;02;22;034009;026009;02;;;;;;;;055.1735
4;26;011;106;01;01;1;05;32;026009;030001;05;;;;;;;;052.0678
4;26;011;106;01;03;1;05;32;030001;036005;05;;;;;;;;052.0678
4;26;011;106;01;04;1;05;32;036005;034003;05;;;;;;;;052.0678
4;26;011;106;02;01;1;05;32;026009;030001;05;;;;;;;;052.0678
4;26;011;106;02;03;1;05;32;030001;036005;05;;;;;;;;052.0678
4;26;011;106;02;04;1;05;32;036005;034003;05;;;;;;;;052.0678
4;26;010;107;01;01;1;00;11;026010;032005;00;;;;;;5;;065.8331
4;26;010;107;01;02;1;00;11;032005;025007;00;;;;;;8;;065.8331
4;26;010;107;01;03;1;00;11;025007;026010;00;;;;;;8;;065.8331
4;26;010;107;01;04;1;00;11;026010;024002;00;;;;;;8;;065.8331
4;26;010;107;01;05;1;00;11;024002;026010;00;;;;;;7;;065.8331
4;26;004;108;01;03;1;03;31;026004;026008;00;;;;;;;;052.0678
4;26;004;108;01;03;2;00;32;026008;035001;00;;;;;;;;052.0678
4;26;004;108;01;03;3;00;32;035001;017008;20;;;;;;;;052.0678
4;26;004;108;01;04;1;20;32;017008;037002;05;;;;;;;;052.0678
4;26;004;108;01;05;1;03;32;037002;026007;02;;;;;;;;052.0678
4;26;004;108;01;05;2;02;31;026007;026008;03;;;;;;;;052.0678
4;26;004;108;02;01;1;03;31;026004;026008;01;;;;;;;;052.0678
4;26;004;108;02;01;2;01;31;026008;011013;06;;;;;;;;052.0678
4;26;004;108;02;02;1;06;32;011006;035001;01;;;;;;;;052.0678
4;26;004;108;02;02;2;01;32;035001;026007;25;;;;;;;;052.0678
4;26;009;109;01;01;1;00;21;026009;035005;05;1;1;2;2;05;;2;056.5441
4;26;009;109;01;02;1;05;21;035005;026009;00;1;1;2;2;00;;2;056.5441
4;26;009;109;02;01;1;03;32;034003;034003;01;;;;;;;;056.5441
4;26;009;109;02;02;1;01;32;034005;026009;03;;;;;;;;056.5441
4;26;009;109;02;03;1;03;32;034003;034003;01;;;;;;;;056.5441
4;26;009;109;02;04;1;01;32;034005;026010;01;;;;;;;;056.5441
4;26;009;109;02;04;2;01;32;035012;011015;01;;;;;;;;056.5441
4;26;009;109;02;05;1;01;22;011009;027011;00;;;;;;;;056.5441
4;26;009;109;02;07;1;05;32;027005;026009;03;;;;;;;;056.5441
4;26;010;110;01;01;1;01;21;026010;036007;01;1;2;2;3;00;;2;053.3612
4;26;010;110;01;02;1;01;21;036007;026010;01;1;2;1;2;00;;2;053.3612
4;26;010;110;01;03;1;00;11;026010;026009;00;;;;;;6;;053.3612
4;26;010;110;01;04;1;00;11;026009;800006;02;;;;;;5;;053.3612
4;26;010;110;01;05;1;02;11;800006;026010;01;;;;;;2;;053.3612
4;26;010;110;02;01;1;01;22;026010;036007;01;;;;;;;;053.3612
4;26;010;110;02;02;1;01;22;036007;026010;01;;;;;;;;053.3612
4;26;008;116;01;01;1;01;21;026008;012011;01;1;1;1;2;00;;1;064.2374
4;26;008;116;01;02;1;01;21;012011;026008;01;1;1;2;2;00;;1;064.2374
4;26;008;116;01;05;1;01;21;026008;800010;00;1;1;2;2;00;;2;064.2374
4;26;008;116;01;06;1;01;21;800010;700999;01;1;2;3;2;00;;2;064.2374
4;26;008;116;01;07;1;01;21;700999;800010;00;1;2;0;;00;;2;064.2374
4;26;008;116;01;08;1;00;21;800010;026008;01;1;1;2;2;00;;2;064.2374
4;26;009;117;01;01;1;04;21;026009;033002;01;1;1;3;2;00;;2;065.8331
4;26;009;117;01;02;1;01;21;033002;026009;04;1;1;3;2;00;;2;065.8331
4;26;009;117;01;03;1;04;21;026009;034011;15;1;1;3;2;00;;2;065.8331
4;26;009;117;01;04;1;15;21;034011;034004;02;1;1;3;2;00;;2;065.8331
4;26;009;117;01;05;1;02;21;034003;026009;04;1;1;3;2;00;;2;065.8331
4;26;010;118;01;01;1;00;11;026010;031007;01;;;;;;8;;053.3612
4;26;010;118;01;02;1;01;11;031007;026010;00;;;;;;8;;053.3612
4;26;010;118;01;05;1;01;21;026010;024018;01;1;1;3;2;00;;2;053.3612
4;26;010;118;01;06;1;01;21;024018;026010;01;1;1;1;2;00;;2;053.3612
4;26;010;118;01;07;1;01;11;026010;031007;01;;;;;;8;;053.3612
4;26;010;118;01;08;1;01;11;031007;026010;01;;;;;;8;;053.3612
4;26;010;118;01;11;1;01;21;026010;020010;01;1;1;2;2;00;;1;053.3612
4;26;010;118;01;12;1;01;21;020010;026010;10;1;2;2;2;00;;1;053.3612
4;26;010;118;01;13;1;10;21;800010;020010;00;1;2;0;;00;;1;053.3612
4;26;010;118;01;14;1;00;21;020010;026010;01;1;1;1;2;00;;1;053.3612
4;26;010;118;02;01;1;05;32;026010;035006;00;;;;;;;;053.3612
4;26;010;118;02;01;2;00;32;035006;011014;02;;;;;;;;053.3612
4;26;010;118;02;02;1;02;32;011015;035006;00;;;;;;;;053.3612
4;26;010;118;02;02;2;00;32;035006;034001;05;;;;;;;;053.3612
4;26;011;120;02;01;1;03;21;026011;028009;00;1;1;2;2;00;;2;052.2628
4;26;011;120;02;02;1;00;81;028009;016008;00;;;;;;;;052.2628
4;26;011;120;02;03;1;00;81;016008;028009;00;;;;;;;;052.2628
4;26;011;120;02;04;1;00;21;028009;026011;00;1;1;2;2;00;;2;052.2628
4;26;007;123;01;01;1;00;51;968224;030008;01;;;;;;;;065.8331
4;26;007;123;01;01;2;01;32;030008;026007;03;;;;;;;;065.8331
4;26;006;125;01;01;1;01;21;026006;011009;01;1;1;3;2;00;;2;063.4278
4;26;006;125;01;02;1;01;21;011009;026004;01;1;1;3;2;00;;2;063.4278
4;26;006;125;02;03;1;03;31;034003;025009;05;;;;;;;;063.4278
4;26;006;125;02;04;1;05;32;033001;034003;03;;;;;;;;063.4278
4;26;011;126;02;01;1;00;11;026011;028014;01;;;;;;5;;052.0678
4;26;011;126;02;02;1;01;11;028014;026011;00;;;;;;2;;052.0678
4;26;011;126;02;03;1;00;11;026011;800009;00;;;;;;8;;052.0678
4;26;011;126;02;04;1;00;11;800009;026011;00;;;;;;2;;052.0678
4;26;009;127;01;01;1;00;21;026009;035003;01;1;1;2;2;01;;2;053.3612
4;26;009;127;01;02;1;01;21;035003;035003;00;1;1;2;2;00;;2;053.3612
4;26;009;127;02;03;1;00;11;026009;028013;00;;;;;;4;;053.3612
4;26;009;127;02;04;1;00;11;028013;026009;00;;;;;;1;;053.3612
4;27;009;002;02;01;1;15;32;027009;037001;02;;;;;;;;095.5714
