FICHE;SECT1;SECT2;ECH;NUMPERS;P2;P3;P4;P5;P6;P7;P8;P9;P10;Codif_PCS;P14;P15SECTEUR;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P1;P12A1;P12B1;P13A1;P12A2;P12B2;P13A2;P12A3;P12B3;P13A3;L10;L11;L12;P24A;P24B;Coef
2;01;030;114;03;1;3;22;1;1;1;2;1;0;61;2;025018;1;3;;2;2;1;5;4;4;1;1;5;;;;;;;;;;08;4;5;5;115.9820
2;01;007;501;01;2;1;53;2;1;1;5;8;0;82;;;;;;5;5;2;5;5;4;1;1;5;;;;;;;;;;;;5;4;017.6675
2;01;007;501;02;2;3;18;1;1;2;0;5;0;85;2;011005;3;;3;5;5;5;1;5;4;1;1;1;2;1;;;;;;;20;;;4;4;017.6675
2;01;007;501;03;1;3;16;1;1;2;2;6;0;56;;;;;;5;2;5;1;5;4;1;1;5;;;;;;;;;;;;5;4;017.6675
2;01;013;502;01;1;2;61;2;1;2;2;7;0;36;;;;;;1;5;5;4;5;4;1;1;5;;;;;;;;;;;;5;5;017.0180
2;01;013;502;02;2;1;60;1;2;1;3;7;0;55;;;;;;1;5;1;1;5;4;1;1;5;;;;;;;;;;;;5;5;017.0180
2;01;006;503;01;1;1;30;1;2;1;4;6;0;61;;;;;;2;5;4;3;2;2;1;1;1;1;1;;;;;;;00;;;2;3;115.7969
2;01;006;505;01;2;1;62;1;2;1;2;7;0;99;;;;;;5;5;1;5;5;5;1;1;5;;;;;;;;;;;;5;5;115.9820
2;01;006;505;02;1;4;27;1;2;2;2;1;0;21;2;044013;3;;3;5;5;5;1;5;5;1;1;5;;;;;;;;;;00;6;5;5;115.9820
2;01;006;505;03;2;2;22;1;1;1;0;4;0;86;2;001017;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;;;5;5;115.9820
2;01;005;507;01;2;1;85;2;2;2;1;7;0;56;;;;;;5;5;5;2;5;5;2;1;5;;;;;;;;;;;;5;5;017.6393
2;01;007;508;01;1;1;45;1;1;1;2;1;0;61;2;700999;1;2;;5;5;1;5;4;4;1;1;5;;;;;;;;;;87;2;5;5;019.5309
2;01;007;508;02;2;2;42;1;2;1;2;2;0;56;2;999999;1;2;;1;5;1;5;4;4;1;1;5;;;;;;;;;;;2;5;5;019.5309
2;01;007;508;03;1;3;20;1;1;2;2;1;0;61;2;006004;3;;3;5;5;5;1;1;4;1;2;5;;;;;;;;;;01;3;4;5;019.5309
2;01;007;508;04;2;3;19;1;2;2;2;3;0;89;2;001006;3;;3;1;5;5;1;4;4;1;2;2;2;1;;;;;;;12;;;4;5;019.5309
2;01;012;509;01;2;1;29;1;1;2;6;9;0;46;;;;;;4;5;5;1;3;3;1;1;5;;;;;;;;;;;;3;3;019.5309
2;01;012;509;02;2;4;18;1;1;2;0;4;0;87;2;999999;3;;3;4;5;5;1;3;3;1;2;3;2;1;;;;;;;38;;;3;3;019.5309
2;01;012;509;03;1;3;08;2;2;2;0;5;0;83;2;001004;;;;4;5;5;1;3;3;1;2;5;;;;;;;;;;;;3;3;019.5309
2;01;012;509;04;1;3;02;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;019.5309
2;01;007;510;01;1;1;56;2;2;2;1;9;0;61;;;;;;1;5;5;3;5;5;2;1;5;;;;;;;;;;;;5;5;017.6393
2;01;007;512;01;2;1;67;1;2;2;8;7;0;82;;;;;;5;5;5;1;5;5;2;1;5;;;;;;;;;;;;5;5;017.0180
2;01;007;512;02;1;3;26;1;2;1;4;6;0;61;;;;;;3;4;1;4;4;4;1;1;5;;;;;;;;;;;;4;4;017.0180
2;01;005;513;01;2;1;75;1;2;1;2;7;0;99;;;;;;4;5;1;5;5;5;1;1;5;;;;;;;;;;;;5;5;017.6393
2;01;004;514;01;1;1;45;1;1;1;3;1;0;54;2;001015;1;3;;4;5;1;5;5;2;1;1;5;;;;;;;;;;98;2;5;5;019.5309
2;01;004;514;02;2;3;05;2;2;2;0;5;0;83;2;001007;;;;2;5;5;1;5;2;1;1;5;;;;;;;;;;;;5;5;019.5309
2;01;004;514;03;1;3;05;2;2;2;0;5;0;83;2;001007;;;;2;5;5;1;5;2;1;1;5;;;;;;;;;;;;5;5;019.5309
2;01;004;514;04;2;3;04;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;019.5309
2;01;006;516;01;1;1;26;2;2;2;2;6;0;55;;;;;;4;5;5;3;5;5;1;1;5;;;;;;;;;;;;5;4;115.7969
2;01;007;521;01;1;1;50;1;1;1;6;1;0;21;2;001007;;;;5;5;1;5;5;5;1;1;5;;;;;;;;;;;;5;5;022.8455
2;01;007;521;02;2;2;40;1;1;1;4;2;0;51;2;041015;1;3;;1;5;2;4;4;4;2;1;5;;;;;;;;;;05;6;3;5;022.8455
2;01;007;521;03;1;3;18;1;1;3;0;5;0;85;2;022005;3;;3;1;5;5;1;5;1;1;1;4;2;2;;;;;;;08;;;5;1;022.8455
2;01;007;521;04;2;3;14;1;1;2;0;5;0;84;2;001006;;;;1;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;022.8455
2;01;007;521;05;1;3;09;2;1;2;0;5;0;83;2;001004;;;;1;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;022.8455
2;01;006;522;01;1;1;50;1;2;2;2;6;0;51;;;;;;4;5;5;5;2;5;1;1;3;1;1;;;;;;;00;;;2;5;017.6393
2;01;008;524;01;1;1;29;1;2;2;3;1;0;61;2;700129;3;;3;4;5;5;1;5;4;1;1;5;;;;;;;;;;06;2;4;5;017.0180
2;01;008;524;02;2;2;26;1;1;1;4;3;0;89;2;001010;1;2;;4;5;1;5;5;5;1;1;5;;;;;;;;;;;;5;5;017.0180
2;01;007;528;01;1;1;55;1;2;1;2;1;0;51;2;001004;3;;3;1;5;5;3;5;5;1;1;5;;;;;;;;;;02;5;5;5;017.0180
2;01;007;528;02;2;2;54;2;2;2;2;8;0;82;;;;;;1;5;5;2;5;4;1;1;5;;;;;;;;;;;;5;5;017.0180
2;01;007;529;01;1;1;59;2;2;2;2;7;0;66;;;;;;1;5;5;3;4;4;2;1;5;;;;;;;;;;;;4;5;017.6675
2;01;007;529;02;2;2;51;1;2;2;2;8;0;82;;;;;;1;5;5;3;4;4;1;1;5;;;;;;;;;;;;4;5;017.6675
2;01;007;529;03;1;3;16;1;2;2;0;5;0;84;2;001006;;;;1;1;5;3;4;4;1;1;5;;;;;;;;;;;;4;5;017.6675
2;01;006;533;01;2;1;54;1;1;1;1;1;2;51;2;001004;1;3;;4;5;1;4;4;4;2;1;5;;;;;;;;;;92;4;4;4;017.6393
2;01;006;539;01;2;1;67;2;2;1;2;7;0;55;;;;;;1;5;4;3;4;4;1;1;5;;;;;;;;;;;;4;4;017.6393
2;01;006;542;01;2;1;84;1;2;1;1;7;0;66;;;;;;5;5;1;5;5;5;1;1;5;;;;;;;;;;;;5;5;115.7969
2;01;004;547;01;1;1;34;1;1;1;5;1;0;36;2;968066;1;3;;5;5;1;2;4;4;2;1;5;;;;;;;;;;06;4;4;5;115.9820
2;01;004;547;02;2;2;32;1;1;2;5;1;0;56;2;001004;;;;5;5;5;2;4;4;2;1;5;;;;;;;;;;;;3;5;115.9820
2;01;004;547;03;2;3;03;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;115.9820
2;01;004;553;01;1;1;38;1;2;1;3;1;0;21;2;001004;1;3;;5;5;1;4;4;4;1;1;5;;;;;;;;;;06;6;4;4;022.8455
2;01;004;553;02;2;2;38;1;2;1;3;8;0;61;;;;;;5;5;1;4;4;4;2;1;5;;;;;;;;;;;;4;4;022.8455
2;01;004;553;03;2;3;16;1;2;2;0;5;0;85;2;001006;;;;5;5;5;2;4;4;1;1;5;;;;;;;;;;;;4;4;022.8455
2;01;004;553;04;2;3;14;1;2;2;0;5;0;84;2;001005;;;;5;5;5;2;4;4;1;1;5;;;;;;;;;;;;4;4;022.8455
2;01;004;553;05;2;3;10;1;2;2;0;5;0;83;2;001004;;;;4;5;5;2;4;4;1;1;5;;;;;;;;;;;;4;4;022.8455
2;01;019;554;01;1;2;23;1;1;1;0;4;1;86;2;011005;1;3;;5;5;1;4;5;5;1;1;5;;;;;;;;;;;;5;5;111.7186
2;01;019;554;02;2;1;22;1;1;1;7;1;0;41;2;044032;1;2;;5;5;1;2;5;5;1;1;5;;;;;;;;;;08;4;5;5;111.7186
2;01;019;560;01;1;1;28;1;1;1;7;1;0;61;2;041029;1;3;;5;5;1;5;4;4;1;1;5;;;;;;;;;;09;6;4;5;115.7969
2;01;006;561;01;1;1;69;2;2;2;1;7;0;99;;;;;;5;5;5;4;5;5;2;1;5;;;;;;;;;;;;5;5;115.7969
2;01;005;563;01;2;1;46;1;1;2;2;1;1;61;2;001015;3;;3;4;5;5;1;4;4;1;1;5;;;;;;;;;;03;4;5;4;019.5309
2;01;005;563;02;1;3;19;1;1;3;0;5;0;85;2;033002;3;;1;4;5;4;2;1;4;1;1;3;1;1;;;;;;;00;;;1;4;019.5309
2;01;005;563;03;1;3;16;1;1;2;0;5;0;84;2;001006;;;;4;5;5;2;4;4;1;1;5;;;;;;;;;;;;5;4;019.5309
2;01;005;563;04;1;3;15;1;1;2;0;5;0;84;2;001006;;;;4;5;5;2;4;4;1;1;5;;;;;;;;;;;;5;4;019.5309
2;01;006;573;01;2;1;35;2;2;2;3;6;0;82;;;;;;5;5;5;3;5;3;1;1;5;;;;;;;;;;;;2;5;115.7969
2;01;007;575;01;2;1;50;1;2;2;1;1;0;66;2;001016;3;;3;1;5;5;1;5;3;1;1;5;;;;;;;;;;01;3;3;4;017.6393
2;01;006;577;01;1;1;91;2;2;2;1;7;0;10;;;;;;5;5;5;4;5;5;2;1;5;;;;;;;;;;;;5;5;115.7969
2;01;007;578;01;1;2;42;1;1;1;2;1;0;61;2;028001;1;2;;2;5;1;3;5;5;1;1;5;;;;;;;;;;07;1;5;5;022.8455
2;01;007;578;02;2;1;35;1;1;1;2;8;0;55;;;;;;5;5;1;5;5;5;1;1;5;;;;;;;;;;;;5;5;022.8455
2;01;007;578;03;1;3;17;1;1;2;0;3;0;61;2;001032;;;;1;1;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;022.8455
2;01;007;578;04;2;3;13;1;1;2;0;5;0;84;2;001006;;;;1;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;022.8455
2;01;007;578;05;1;3;08;1;1;2;0;5;0;83;2;001004;;;;1;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;022.8455
2;01;007;578;06;2;3;02;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;022.8455
2;01;004;579;01;1;1;60;2;2;1;1;9;0;61;;;;;;5;5;5;5;5;5;2;1;5;;;;;;;;;;;;5;5;115.7969
2;01;004;581;01;2;1;51;1;2;1;3;1;0;61;2;001015;1;3;;5;5;1;2;5;5;1;1;5;;;;;;;;;;07;1;5;5;017.0180
2;01;004;581;02;1;2;50;1;2;1;2;1;0;51;2;032007;1;4;;5;5;1;2;5;5;1;1;5;;;;;;;;;;03;6;5;5;017.0180
2;01;006;588;01;1;1;46;1;1;1;2;1;1;55;2;001015;1;2;;4;3;1;4;4;4;1;1;5;;;;;;;;;;80;;5;5;017.6393
2;01;007;595;01;2;1;52;2;2;2;2;8;0;82;;;;;;5;5;5;5;5;5;2;1;5;;;;;;;;;;;;5;5;017.6675
2;01;007;595;02;1;2;49;1;2;2;2;1;0;66;2;001015;3;;3;1;5;5;5;5;5;1;1;5;;;;;;;;;;88;6;5;5;017.6675
2;01;007;595;03;1;3;21;1;2;2;2;1;0;66;2;001015;3;;3;1;5;5;5;5;5;1;1;5;;;;;;;;;;06;6;5;5;017.6675
2;01;008;601;01;1;1;46;2;2;1;2;1;0;48;2;006013;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;83;1;5;5;022.8455
2;01;008;601;02;2;2;40;2;2;2;1;8;0;82;;;;;;5;5;5;1;5;2;1;1;5;;;;;;;;;;;;2;5;022.8455
2;01;008;601;03;2;3;21;2;2;2;3;6;0;85;;;;;;5;5;5;1;5;2;2;1;5;;;;;;;;;;;;2;5;022.8455
2;01;008;601;04;1;3;19;2;2;2;0;6;0;85;;;;;;5;5;5;1;5;2;1;1;5;;;;;;;;;;;;2;5;022.8455
2;01;008;601;05;1;3;03;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;022.8455
2;01;004;602;01;1;1;29;1;1;1;2;1;0;54;2;011006;1;3;;5;5;1;4;5;5;1;1;5;;;;;;;;;;06;3;5;5;017.6675
2;01;004;602;02;2;2;24;1;1;1;2;1;0;51;2;020004;1;3;;5;5;1;4;5;5;1;1;5;;;;;;;;;;08;3;5;5;017.6675
2;01;004;602;03;2;3;01;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;017.6675
2;01;004;682;01;2;1;72;2;2;2;1;7;0;47;;;;;;1;5;5;2;5;5;1;1;5;;;;;;;;;;;;4;5;017.6393
2;02;003;003;01;2;1;76;1;2;2;2;7;0;66;;;;;;5;5;5;3;5;5;2;1;5;;;;;;;;;;;;5;5;044.7686
2;02;009;004;01;2;1;38;1;2;1;5;1;0;66;2;002011;1;3;;5;5;1;4;4;4;1;1;5;;;;;;;;;;;;4;4;043.1919
2;02;009;004;02;2;3;07;2;2;2;0;5;0;83;2;002010;;;;3;5;5;1;4;4;1;1;5;;;;;;;;;;;;4;4;043.1919
2;02;007;006;01;1;1;41;1;1;1;3;1;0;46;2;007027;1;3;;5;5;1;1;4;4;1;1;5;;;;;;;;;;;;5;5;044.8401
2;02;007;006;02;2;2;33;1;1;1;3;1;0;48;2;007027;1;3;;5;5;1;1;4;4;1;1;5;;;;;;;;;;;;5;5;044.8401
2;02;007;006;03;1;3;02;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;044.8401
2;02;004;009;01;1;1;46;1;1;1;6;1;0;36;2;011003;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;88;2;5;5;057.9820
2;02;004;009;02;2;2;46;1;1;1;6;2;0;41;2;020003;1;1;;5;5;1;5;5;3;1;1;5;;;;;;;;;;03;2;5;5;057.9820
2;02;004;009;03;1;3;17;1;1;2;0;5;0;85;2;037012;;;;5;5;5;4;5;5;1;1;3;2;1;;;;;;;17;;;1;5;057.9820
2;02;004;009;04;2;3;13;1;1;2;0;5;0;84;2;037012;;;;5;5;5;1;2;2;1;1;3;2;1;1;2;1;;;;28;;;1;5;057.9820
2;02;004;009;05;1;3;08;2;2;2;0;5;0;83;2;002003;;;;5;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;057.9820
2;02;019;011;01;1;1;50;1;1;1;4;1;0;41;2;030003;1;2;;4;5;1;4;4;5;1;1;4;1;1;;;;;;;00;84;3;5;4;044.8401
2;02;019;011;02;2;2;50;1;1;1;4;1;0;36;2;011013;1;2;;4;5;1;2;4;5;1;1;5;;;;;;;;;;94;3;4;5;044.8401
2;02;019;011;03;1;3;21;1;1;1;5;1;0;55;2;028005;1;2;;5;5;1;3;5;5;1;1;5;;;;;;;;;;06;6;5;5;044.8401
2;02;016;013;01;1;1;40;1;2;1;3;1;0;41;2;029004;1;3;;5;5;1;1;5;4;1;1;5;;;;;;;;;;06;2;5;5;057.9820
2;02;016;013;02;2;2;38;1;1;1;5;1;0;56;2;006002;1;3;;3;5;1;4;5;4;1;1;5;;;;;;;;;;07;4;5;4;057.9820
2;02;016;013;03;2;3;12;2;2;2;0;5;0;84;2;002004;;;;1;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;4;057.9820
2;02;016;013;04;2;3;07;2;2;2;0;5;0;83;2;002016;;;;2;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;4;057.9820
2;02;016;013;05;2;3;04;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;057.9820
2;02;003;014;01;1;1;75;2;2;1;2;7;0;46;;;;;;5;5;2;5;4;4;1;1;5;;;;;;;;;;;;4;5;043.1919
2;02;003;014;02;2;2;74;2;2;2;2;7;0;61;;;;;;4;5;5;2;3;3;2;1;5;;;;;;;;;;;;3;5;043.1919
2;02;020;015;01;2;2;38;1;1;1;5;8;0;46;;;;;;4;5;1;3;5;5;1;1;5;;;;;;;;;;;;5;5;044.8401
2;02;020;015;02;1;1;35;1;1;1;6;1;0;41;2;975999;2;;3;3;5;2;3;2;5;1;1;5;;;;;;;;;;07;6;2;5;044.8401
2;02;020;015;03;2;3;05;2;2;2;0;5;0;83;2;028003;;;;2;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;044.8401
2;02;016;016;01;2;4;83;2;2;2;1;7;0;10;;;;;;5;5;5;5;5;5;2;1;5;;;;;;;;;;;;5;5;049.5695
2;02;016;016;02;1;1;62;2;2;1;1;7;0;10;;;;;;2;5;2;3;4;4;1;1;5;;;;;;;;;;;;4;5;049.5695
2;02;016;016;03;2;2;57;2;2;1;1;1;0;10;2;002014;1;3;;1;5;2;3;4;4;1;1;5;;;;;;;;;;66;6;4;5;049.5695
2;02;016;016;04;1;3;35;1;2;1;5;1;0;10;2;002014;1;3;;1;5;2;3;4;4;1;1;5;;;;;;;;;;94;6;4;5;049.5695
2;02;016;017;01;1;1;49;1;1;1;5;1;0;61;2;001018;1;2;;5;4;1;5;5;5;1;1;5;;;;;;;;;;;;5;5;007.5509
2;02;016;017;02;2;2;41;1;2;1;3;1;0;51;2;007005;1;2;;5;5;1;5;5;5;1;1;5;;;;;;;;;;;;5;5;007.5509
2;02;016;017;03;2;3;11;1;2;2;0;5;0;84;2;002003;;;;5;5;5;1;4;5;1;1;3;2;1;;;;;;;10;;;1;5;007.5509
2;02;016;017;04;2;3;05;2;2;2;0;5;0;83;2;002016;;;;4;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;007.5509
2;02;002;018;01;1;1;39;1;1;1;2;1;0;61;2;050016;2;;2;4;5;2;4;5;5;1;1;5;;;;;;;;;;;;5;5;057.9820
2;02;002;018;02;2;2;33;1;1;1;2;8;0;56;;;;;;4;5;1;4;5;5;1;1;5;;;;;;;;;;;;5;5;057.9820
2;02;002;018;03;2;3;11;2;2;2;0;5;0;83;2;002003;;;;4;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;057.9820
2;02;002;018;04;1;3;08;2;2;2;0;5;0;83;2;002003;;;;4;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;057.9820
2;02;002;018;05;1;3;03;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;057.9820
2;02;016;019;01;2;1;42;1;1;1;6;1;0;36;2;011013;1;3;;4;5;1;5;3;3;1;1;5;;;;;;;;;;;;5;5;049.5695
2;02;016;019;02;1;2;41;1;1;1;4;1;0;36;2;011013;1;3;;4;3;2;2;5;5;1;1;5;;;;;;;;;;;;5;5;049.5695
2;02;016;019;03;1;3;08;2;2;2;0;5;0;83;2;002016;;;;4;5;5;1;3;3;1;1;5;;;;;;;;;;;;5;4;049.5695
2;02;016;019;04;2;3;06;2;2;2;0;5;0;83;2;002016;;;;4;5;5;1;3;3;1;1;5;;;;;;;;;;;;4;5;049.5695
2;02;010;020;01;2;1;23;1;1;1;6;1;0;61;2;002011;1;3;;3;5;1;2;4;4;1;1;5;;;;;;;;;;07;5;5;4;044.7686
2;02;015;021;01;1;1;52;1;1;1;5;1;0;36;2;002012;1;3;;4;5;1;2;4;4;1;1;5;;;;;;;;;;85;4;5;5;043.1919
2;02;015;021;02;2;2;47;1;1;1;6;1;0;54;2;038022;1;2;;4;5;1;2;4;4;1;1;5;;;;;;;;;;03;6;5;5;043.1919
2;02;003;023;01;1;1;45;1;1;1;5;1;1;41;2;006024;1;3;;4;3;1;5;5;5;1;1;5;;;;;;;;;;89;3;5;5;049.5695
2;02;003;023;02;2;2;42;1;1;1;6;2;0;55;2;039001;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;92;1;4;5;049.5695
2;02;003;023;03;1;3;12;2;2;2;0;5;0;85;2;002004;;;;2;5;5;2;4;4;1;1;5;;;;;;;;;;;;5;5;049.5695
2;02;003;023;04;1;3;06;2;2;2;0;5;0;83;2;002003;;;;3;5;5;2;4;4;1;1;5;;;;;;;;;;;;5;5;049.5695
2;02;019;024;01;2;1;78;2;2;2;3;7;0;66;;;;;;5;5;5;4;4;5;2;1;5;;;;;;;;;;;;4;5;044.7686
2;02;019;026;01;2;1;54;1;1;1;6;8;2;55;;;;;;5;5;1;2;5;4;1;1;5;;;;;;;;;;;;4;5;049.5695
2;02;019;026;02;1;2;49;1;1;1;4;1;0;23;2;060006;1;2;;5;5;1;4;5;5;1;1;5;;;;;;;;;;97;6;5;5;049.5695
2;02;019;026;03;2;3;18;1;1;2;0;5;0;85;2;037011;3;;1;5;5;5;2;5;2;1;1;1;2;1;2;2;1;;;;28;;;1;5;049.5695
2;02;019;026;04;2;3;15;1;1;2;0;5;0;85;2;031014;;;;5;5;5;1;5;1;1;1;1;2;1;2;2;1;;;;28;;;1;5;049.5695
2;02;011;027;01;1;1;28;1;1;1;2;1;0;61;2;011003;3;;2;2;5;1;2;3;3;1;1;5;;;;;;;;;;04;2;5;5;043.1919
2;02;011;027;02;2;2;28;1;2;1;4;1;0;36;2;008004;1;3;;2;5;1;2;3;3;1;1;5;;;;;;;;;;01;3;5;5;043.1919
2;02;004;028;01;1;1;60;1;1;1;2;7;1;36;;;;;;3;5;1;2;4;4;1;1;5;;;;;;;;;;;;4;5;043.1919
2;02;004;028;02;2;2;55;1;2;1;4;1;0;55;2;018012;1;3;;3;5;1;2;5;5;1;1;5;;;;;;;;;;09;4;5;5;043.1919
2;02;019;030;01;2;1;48;1;2;1;3;1;0;41;2;036009;1;2;;2;5;1;1;5;5;1;1;5;;;;;;;;;;77;3;5;5;043.1919
2;02;019;030;02;1;3;18;1;1;1;0;5;0;89;2;011005;1;3;;5;4;1;5;5;5;1;1;5;;;;;;;;;;;;5;5;043.1919
2;02;019;031;01;1;1;46;1;1;1;6;1;0;36;2;010001;1;3;;4;5;1;1;5;4;1;1;5;;;;;;;;;;97;6;5;4;049.5695
2;02;019;031;02;2;2;43;1;1;1;6;1;0;23;2;009015;1;3;;2;5;1;3;5;4;1;1;5;;;;;;;;;;04;6;5;4;049.5695
2;02;019;031;03;1;3;18;1;1;3;0;5;0;85;2;039014;3;;1;4;5;1;2;1;1;1;1;1;2;1;;;;;;;15;;;1;4;049.5695
2;02;019;031;04;1;3;12;1;1;2;0;5;0;84;2;002004;;;;3;5;5;2;1;4;1;1;5;;;;;;;;;;;;5;4;049.5695
2;02;016;033;01;1;4;49;1;1;1;5;1;1;47;2;022002;1;3;;4;5;1;4;5;5;1;1;5;;;;;;;;;;98;6;5;4;049.5695
2;02;016;033;02;2;2;43;1;2;1;1;2;1;61;2;019011;3;;1;3;5;1;3;5;5;1;1;5;;;;;;;;;;02;3;5;5;049.5695
2;02;016;033;03;2;3;21;1;1;2;0;5;2;85;2;039014;3;;1;4;5;5;1;1;5;1;1;3;2;1;;;;;;;13;;;1;5;049.5695
2;02;016;033;04;1;3;05;2;2;2;0;5;0;83;2;002015;;;;4;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;049.5695
2;02;010;034;01;1;1;65;2;2;1;2;7;0;48;;;;;;2;5;2;5;3;3;2;1;4;2;1;;;;;;;20;;;3;2;044.7686
2;02;005;042;01;1;1;82;2;2;1;3;7;0;54;;;;;;5;5;2;2;5;5;1;1;5;;;;;;;;;;;;5;5;043.1919
2;02;005;042;02;2;2;70;2;2;1;2;7;0;54;;;;;;5;5;2;2;5;5;1;1;5;;;;;;;;;;;;5;5;043.1919
2;02;020;043;01;1;1;56;1;1;1;5;6;0;36;;;;;;3;5;2;4;4;4;2;1;5;;;;;;;;;;;;4;5;043.1919
2;02;020;043;02;2;2;48;1;2;1;5;1;0;41;2;004013;1;3;;3;5;1;2;4;4;1;1;5;;;;;;;;;;80;4;4;5;043.1919
2;02;003;045;01;1;1;63;1;1;1;3;7;0;36;;;;;;5;5;1;5;4;3;1;1;5;;;;;;;;;;;;3;4;043.1919
2;02;003;045;02;2;2;63;1;1;1;2;7;0;54;;;;;;3;5;1;2;4;3;1;1;5;;;;;;;;;;;;3;4;043.1919
2;02;016;046;01;1;1;46;1;1;1;6;1;0;36;2;007007;1;2;;3;2;1;5;5;5;1;1;5;;;;;;;;;;03;4;5;5;049.5695
2;02;016;046;02;2;2;46;1;1;1;6;1;0;32;2;028009;1;2;;3;5;1;5;5;5;1;1;5;;;;;;;;;;01;4;5;5;049.5695
2;02;016;046;03;1;3;18;1;1;1;0;4;0;86;2;033001;2;;1;1;4;5;5;1;1;1;1;2;2;1;;;;;;;18;;;1;4;049.5695
2;02;016;046;04;1;3;11;2;1;2;0;5;0;84;2;036009;;;;5;5;5;1;4;4;1;1;5;;;;;;;;;;;;5;5;049.5695
2;02;007;047;01;1;1;70;1;2;1;1;7;0;10;;;;;;3;5;1;4;4;5;1;1;5;;;;;;;;;;;;4;5;043.1919
2;02;007;047;02;2;2;68;2;2;1;1;7;0;22;;;;;;5;5;2;2;4;5;1;1;5;;;;;;;;;;;;4;5;043.1919
2;02;015;048;01;2;2;88;2;2;2;2;7;0;56;;;;;;4;5;5;5;5;5;2;1;5;;;;;;;;;;;;5;5;049.5695
2;02;015;048;02;1;1;67;1;1;1;2;7;0;36;;;;;;4;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;049.5695
2;02;015;048;03;2;4;64;2;2;2;2;7;0;36;;;;;;1;5;5;5;5;5;1;1;5;;;;;;;;;;;;5;5;049.5695
2;02;015;048;04;1;3;44;1;2;1;2;1;0;61;2;002014;2;;3;3;5;3;5;5;5;1;1;5;;;;;;;;;;06;4;5;5;049.5695
2;02;019;050;01;1;1;51;1;1;1;2;1;0;51;2;007005;1;2;;2;5;1;4;5;5;1;1;5;;;;;;;;;;09;2;5;5;049.5695
2;02;019;050;02;2;2;45;1;1;1;5;1;0;41;2;035011;1;3;;4;5;1;4;1;1;1;1;4;2;1;2;2;1;;;;23;02;2;5;5;049.5695
2;02;019;050;03;1;3;17;1;1;3;0;5;0;85;2;039014;;;;5;5;5;1;4;1;1;1;3;2;1;1;2;1;;;;30;;;1;4;049.5695
2;02;019;050;04;1;3;15;1;1;2;0;5;0;84;2;002004;;;;5;5;5;2;4;5;1;1;3;1;1;;;;;;;00;;;1;5;049.5695
2;02;007;051;01;2;1;65;2;2;2;3;7;0;46;;;;;;5;5;5;2;4;4;1;1;5;;;;;;;;;;;;4;4;043.1919
2;02;007;051;02;1;2;64;1;1;1;2;7;0;32;;;;;;3;5;2;5;4;4;1;1;5;;;;;;;;;;;;4;4;043.1919
2;02;007;052;01;1;1;32;1;1;1;5;1;0;48;2;012008;1;3;;3;5;1;4;4;4;1;1;5;;;;;;;;;;04;2;4;5;043.1919
2;02;007;052;02;2;2;27;1;1;1;4;1;0;46;2;002011;1;3;;3;5;1;3;4;4;1;1;5;;;;;;;;;;09;6;4;5;043.1919
2;02;015;055;01;1;1;50;2;1;1;2;1;0;61;2;019009;1;2;;4;5;1;4;5;5;1;1;5;;;;;;;;;;01;3;5;5;044.8401
2;02;015;055;02;2;2;46;1;1;1;4;1;0;61;2;025010;1;1;;4;5;1;3;4;4;1;1;5;;;;;;;;;;07;6;5;5;044.8401
2;02;015;055;03;2;3;20;1;1;2;0;5;0;85;2;954395;;;;5;5;5;2;4;4;3;2;5;;;;;;;;;;;;5;5;044.8401
2;02;005;056;01;1;1;46;1;2;1;2;1;0;22;2;002005;2;;1;3;5;2;3;4;4;1;1;5;;;;;;;;;;05;6;5;5;043.1919
